"screen_id","service","surface","section","capability","slice_id","target_path","route_path","loading_state","empty_state","error_state","permission_state","offline_state","retry_state","success_state","blocked_state","visual_reference","evidence_required","status","next_action"
"SCR-011","dsh","control-panel","operations","operations-room","DSH-011","services/dsh/frontend/control-panel/operations/DispatchAssignmentScreen.tsx","services/dsh/frontend/control-panel/operations/DispatchAssignmentRoute.tsx","DispatchAssignmentScreen preserves table or workspace geometry while loading authorized data","DispatchAssignmentScreen explains the zero-result condition and offers only a valid filter reset or owning workflow action","DispatchAssignmentScreen distinguishes validation, dependency, authorization, and server failures and displays a correlation reference","DispatchAssignmentScreen hides sensitive fields and actions and does not reveal whether an inaccessible object exists","DispatchAssignmentScreen shows unavailable or explicitly stale read state and never substitutes donor or preview data","DispatchAssignmentScreen retries bounded reads; writes require confirmation, retained idempotency key, and stale-version protection","DispatchAssignmentScreen renders the authoritative service read model and audited outcome","DispatchAssignmentScreen names the missing contract, permission, dependency, or business rule without claiming completion","donor visual pattern only; rebuild with public ui-kit exports","DispatchAssignmentScreen state render tests, permission test, RTL screenshot, narrow-width overflow screenshot","INVENTORY_ONLY","Implement with DSH-011 after contract approval"
"SCR-012","dsh","control-panel","operations","operations-room","DSH-011","services/dsh/frontend/control-panel/operations/OrderRescueScreen.tsx","services/dsh/frontend/control-panel/operations/OrderRescueRoute.tsx","OrderRescueScreen preserves table or workspace geometry while loading authorized data","OrderRescueScreen explains the zero-result condition and offers only a valid filter reset or owning workflow action","OrderRescueScreen distinguishes validation, dependency, authorization, and server failures and displays a correlation reference","OrderRescueScreen hides sensitive fields and actions and does not reveal whether an inaccessible object exists","OrderRescueScreen shows unavailable or explicitly stale read state and never substitutes donor or preview data","OrderRescueScreen retries bounded reads; writes require confirmation, retained idempotency key, and stale-version protection","OrderRescueScreen renders the authoritative service read model and audited outcome","OrderRescueScreen names the missing contract, permission, dependency, or business rule without claiming completion","donor visual pattern only; rebuild with public ui-kit exports","OrderRescueScreen state render tests, permission test, RTL screenshot, narrow-width overflow screenshot","INVENTORY_ONLY","Implement with DSH-011 after contract approval"
"SCR-013","dsh","control-panel","operations","operations-room","DSH-011","services/dsh/frontend/control-panel/operations/AssistedOrderDeskScreen.tsx","services/dsh/frontend/control-panel/operations/AssistedOrderDeskRoute.tsx","AssistedOrderDeskScreen preserves table or workspace geometry while loading authorized data","AssistedOrderDeskScreen explains the zero-result condition and offers only a valid filter reset or owning workflow action","AssistedOrderDeskScreen distinguishes validation, dependency, authorization, and server failures and displays a correlation reference","AssistedOrderDeskScreen hides sensitive fields and actions and does not reveal whether an inaccessible object exists","AssistedOrderDeskScreen shows unavailable or explicitly stale read state and never substitutes donor or preview data","AssistedOrderDeskScreen retries bounded reads; writes require confirmation, retained idempotency key, and stale-version protection","AssistedOrderDeskScreen renders the authoritative service read model and audited outcome","AssistedOrderDeskScreen names the missing contract, permission, dependency, or business rule without claiming completion","donor visual pattern only; rebuild with public ui-kit exports","AssistedOrderDeskScreen state render tests, permission test, RTL screenshot, narrow-width overflow screenshot","INVENTORY_ONLY","Implement with DSH-011 after contract approval"
"SCR-014","dsh","control-panel","operations","operations-room","DSH-011","services/dsh/frontend/control-panel/operations/AreaCapacityScreen.tsx","services/dsh/frontend/control-panel/operations/AreaCapacityRoute.tsx","AreaCapacityScreen preserves table or workspace geometry while loading authorized data","AreaCapacityScreen explains the zero-result condition and offers only a valid filter reset or owning workflow action","AreaCapacityScreen distinguishes validation, dependency, authorization, and server failures and displays a correlation reference","AreaCapacityScreen hides sensitive fields and actions and does not reveal whether an inaccessible object exists","AreaCapacityScreen shows unavailable or explicitly stale read state and never substitutes donor or preview data","AreaCapacityScreen retries bounded reads; writes require confirmation, retained idempotency key, and stale-version protection","AreaCapacityScreen renders the authoritative service read model and audited outcome","AreaCapacityScreen names the missing contract, permission, dependency, or business rule without claiming completion","donor visual pattern only; rebuild with public ui-kit exports","AreaCapacityScreen state render tests, permission test, RTL screenshot, narrow-width overflow screenshot","INVENTORY_ONLY","Implement with DSH-011 after contract approval"
"SCR-015","dsh","control-panel","operations","operations-room","DSH-011","services/dsh/frontend/control-panel/operations/ExceptionsEscalationsScreen.tsx","services/dsh/frontend/control-panel/operations/ExceptionsEscalationsRoute.tsx","ExceptionsEscalationsScreen preserves table or workspace geometry while loading authorized data","ExceptionsEscalationsScreen explains the zero-result condition and offers only a valid filter reset or owning workflow action","ExceptionsEscalationsScreen distinguishes validation, dependency, authorization, and server failures and displays a correlation reference","ExceptionsEscalationsScreen hides sensitive fields and actions and does not reveal whether an inaccessible object exists","ExceptionsEscalationsScreen shows unavailable or explicitly stale read state and never substitutes donor or preview data","ExceptionsEscalationsScreen retries bounded reads; writes require confirmation, retained idempotency key, and stale-version protection","ExceptionsEscalationsScreen renders the authoritative service read model and audited outcome","ExceptionsEscalationsScreen names the missing contract, permission, dependency, or business rule without claiming completion","donor visual pattern only; rebuild with public ui-kit exports","ExceptionsEscalationsScreen state render tests, permission test, RTL screenshot, narrow-width overflow screenshot","INVENTORY_ONLY","Implement with DSH-011 after contract approval"
"SCR-016","dsh","control-panel","operations","operations-room","DSH-011","services/dsh/frontend/control-panel/operations/GeoHeatmapScreen.tsx","services/dsh/frontend/control-panel/operations/GeoHeatmapRoute.tsx","GeoHeatmapScreen preserves table or workspace geometry while loading authorized data","GeoHeatmapScreen explains the zero-result condition and offers only a valid filter reset or owning workflow action","GeoHeatmapScreen distinguishes validation, dependency, authorization, and server failures and displays a correlation reference","GeoHeatmapScreen hides sensitive fields and actions and does not reveal whether an inaccessible object exists","GeoHeatmapScreen shows unavailable or explicitly stale read state and never substitutes donor or preview data","GeoHeatmapScreen retries bounded reads; writes require confirmation, retained idempotency key, and stale-version protection","GeoHeatmapScreen renders the authoritative service read model and audited outcome","GeoHeatmapScreen names the missing contract, permission, dependency, or business rule without claiming completion","donor visual pattern only; rebuild with public ui-kit exports","GeoHeatmapScreen state render tests, permission test, RTL screenshot, narrow-width overflow screenshot","INVENTORY_ONLY","Implement with DSH-011 after contract approval"
"SCR-017","dsh","control-panel","operations","operations-room","DSH-011","services/dsh/frontend/control-panel/operations/AuditSupportSlaScreen.tsx","services/dsh/frontend/control-panel/operations/AuditSupportSlaRoute.tsx","AuditSupportSlaScreen preserves table or workspace geometry while loading authorized data","AuditSupportSlaScreen explains the zero-result condition and offers only a valid filter reset or owning workflow action","AuditSupportSlaScreen distinguishes validation, dependency, authorization, and server failures and displays a correlation reference","AuditSupportSlaScreen hides sensitive fields and actions and does not reveal whether an inaccessible object exists","AuditSupportSlaScreen shows unavailable or explicitly stale read state and never substitutes donor or preview data","AuditSupportSlaScreen retries bounded reads; writes require confirmation, retained idempotency key, and stale-version protection","AuditSupportSlaScreen renders the authoritative service read model and audited outcome","AuditSupportSlaScreen names the missing contract, permission, dependency, or business rule without claiming completion","donor visual pattern only; rebuild with public ui-kit exports","AuditSupportSlaScreen state render tests, permission test, RTL screenshot, narrow-width overflow screenshot","INVENTORY_ONLY","Implement with DSH-011 after contract approval"
"SCR-018","wlt","control-panel","wallet-finance","payment-session","WLT-001","services/wlt/frontend/control-panel/wallet-finance/payment-session/PaymentSessionsScreen.tsx","services/wlt/frontend/control-panel/wallet-finance/payment-session/PaymentSessionsRoute.tsx","PaymentSessionsScreen preserves table or workspace geometry while loading authorized data","PaymentSessionsScreen explains the zero-result condition and offers only a valid filter reset or owning workflow action","PaymentSessionsScreen distinguishes validation, dependency, authorization, and server failures and displays a correlation reference","PaymentSessionsScreen hides sensitive fields and actions and does not reveal whether an inaccessible object exists","PaymentSessionsScreen shows unavailable or explicitly stale read state and never substitutes donor or preview data","PaymentSessionsScreen retries bounded reads; writes require confirmation, retained idempotency key, and stale-version protection","PaymentSessionsScreen renders the authoritative service read model and audited outcome","PaymentSessionsScreen names the missing contract, permission, dependency, or business rule without claiming completion","donor visual pattern only; rebuild with public ui-kit exports","PaymentSessionsScreen state render tests, permission test, RTL screenshot, narrow-width overflow screenshot","INVENTORY_ONLY","Implement with WLT-005 after contract approval"
"SCR-019","wlt","control-panel","wallet-finance","payment-session","WLT-001","services/wlt/frontend/control-panel/wallet-finance/payment-session/WalletSummaryScreen.tsx","services/wlt/frontend/control-panel/wallet-finance/payment-session/WalletSummaryRoute.tsx","WalletSummaryScreen preserves table or workspace geometry while loading authorized data","WalletSummaryScreen explains the zero-result condition and offers only a valid filter reset or owning workflow action","WalletSummaryScreen distinguishes validation, dependency, authorization, and server failures and displays a correlation reference","WalletSummaryScreen hides sensitive fields and actions and does not reveal whether an inaccessible object exists","WalletSummaryScreen shows unavailable or explicitly stale read state and never substitutes donor or preview data","WalletSummaryScreen retries bounded reads; writes require confirmation, retained idempotency key, and stale-version protection","WalletSummaryScreen renders the authoritative service read model and audited outcome","WalletSummaryScreen names the missing contract, permission, dependency, or business rule without claiming completion","donor visual pattern only; rebuild with public ui-kit exports","WalletSummaryScreen state render tests, permission test, RTL screenshot, narrow-width overflow screenshot","INVENTORY_ONLY","Implement with WLT-005 after contract approval"
"SCR-020","wlt","control-panel","wallet-finance","refund-status","WLT-002","services/wlt/frontend/control-panel/wallet-finance/refund-status/RefundStatusScreen.tsx","services/wlt/frontend/control-panel/wallet-finance/refund-status/RefundStatusRoute.tsx","RefundStatusScreen preserves table or workspace geometry while loading authorized data","RefundStatusScreen explains the zero-result condition and offers only a valid filter reset or owning workflow action","RefundStatusScreen distinguishes validation, dependency, authorization, and server failures and displays a correlation reference","RefundStatusScreen hides sensitive fields and actions and does not reveal whether an inaccessible object exists","RefundStatusScreen shows unavailable or explicitly stale read state and never substitutes donor or preview data","RefundStatusScreen retries bounded reads; writes require confirmation, retained idempotency key, and stale-version protection","RefundStatusScreen renders the authoritative service read model and audited outcome","RefundStatusScreen names the missing contract, permission, dependency, or business rule without claiming completion","donor visual pattern only; rebuild with public ui-kit exports","RefundStatusScreen state render tests, permission test, RTL screenshot, narrow-width overflow screenshot","INVENTORY_ONLY","Implement with WLT-002 after contract approval"
"SCR-021","wlt","control-panel","wallet-finance","settlement-status-read","WLT-003","services/wlt/frontend/control-panel/wallet-finance/settlement-status-read/SettlementStatusScreen.tsx","services/wlt/frontend/control-panel/wallet-finance/settlement-status-read/SettlementStatusRoute.tsx","SettlementStatusScreen preserves table or workspace geometry while loading authorized data","SettlementStatusScreen explains the zero-result condition and offers only a valid filter reset or owning workflow action","SettlementStatusScreen distinguishes validation, dependency, authorization, and server failures and displays a correlation reference","SettlementStatusScreen hides sensitive fields and actions and does not reveal whether an inaccessible object exists","SettlementStatusScreen shows unavailable or explicitly stale read state and never substitutes donor or preview data","SettlementStatusScreen retries bounded reads; writes require confirmation, retained idempotency key, and stale-version protection","SettlementStatusScreen renders the authoritative service read model and audited outcome","SettlementStatusScreen names the missing contract, permission, dependency, or business rule without claiming completion","donor visual pattern only; rebuild with public ui-kit exports","SettlementStatusScreen state render tests, permission test, RTL screenshot, narrow-width overflow screenshot","INVENTORY_ONLY","Implement with WLT-003 after contract approval"
"SCR-022","wlt","control-panel","wallet-finance","settlement-status-read","WLT-003","services/wlt/frontend/control-panel/wallet-finance/settlement-status-read/PayoutStatusScreen.tsx","services/wlt/frontend/control-panel/wallet-finance/settlement-status-read/PayoutStatusRoute.tsx","PayoutStatusScreen preserves table or workspace geometry while loading authorized data","PayoutStatusScreen explains the zero-result condition and offers only a valid filter reset or owning workflow action","PayoutStatusScreen distinguishes validation, dependency, authorization, and server failures and displays a correlation reference","PayoutStatusScreen hides sensitive fields and actions and does not reveal whether an inaccessible object exists","PayoutStatusScreen shows unavailable or explicitly stale read state and never substitutes donor or preview data","PayoutStatusScreen retries bounded reads; writes require confirmation, retained idempotency key, and stale-version protection","PayoutStatusScreen renders the authoritative service read model and audited outcome","PayoutStatusScreen names the missing contract, permission, dependency, or business rule without claiming completion","donor visual pattern only; rebuild with public ui-kit exports","PayoutStatusScreen state render tests, permission test, RTL screenshot, narrow-width overflow screenshot","INVENTORY_ONLY","Implement with WLT-003 after contract approval"
"SCR-023","wlt","control-panel","wallet-finance","commission-reference","WLT-004","services/wlt/frontend/control-panel/wallet-finance/commission-reference/CommissionReferenceScreen.tsx","services/wlt/frontend/control-panel/wallet-finance/commission-reference/CommissionReferenceRoute.tsx","CommissionReferenceScreen preserves table or workspace geometry while loading authorized data","CommissionReferenceScreen explains the zero-result condition and offers only a valid filter reset or owning workflow action","CommissionReferenceScreen distinguishes validation, dependency, authorization, and server failures and displays a correlation reference","CommissionReferenceScreen hides sensitive fields and actions and does not reveal whether an inaccessible object exists","CommissionReferenceScreen shows unavailable or explicitly stale read state and never substitutes donor or preview data","CommissionReferenceScreen retries bounded reads; writes require confirmation, retained idempotency key, and stale-version protection","CommissionReferenceScreen renders the authoritative service read model and audited outcome","CommissionReferenceScreen names the missing contract, permission, dependency, or business rule without claiming completion","donor visual pattern only; rebuild with public ui-kit exports","CommissionReferenceScreen state render tests, permission test, RTL screenshot, narrow-width overflow screenshot","INVENTORY_ONLY","Implement with WLT-004 after contract approval"
"SCR-024","wlt","control-panel","wallet-finance","cod-reference","WLT-004","services/wlt/frontend/control-panel/wallet-finance/cod-reference/CodStatusScreen.tsx","services/wlt/frontend/control-panel/wallet-finance/cod-reference/CodStatusRoute.tsx","CodStatusScreen preserves table or workspace geometry while loading authorized data","CodStatusScreen explains the zero-result condition and offers only a valid filter reset or owning workflow action","CodStatusScreen distinguishes validation, dependency, authorization, and server failures and displays a correlation reference","CodStatusScreen hides sensitive fields and actions and does not reveal whether an inaccessible object exists","CodStatusScreen shows unavailable or explicitly stale read state and never substitutes donor or preview data","CodStatusScreen retries bounded reads; writes require confirmation, retained idempotency key, and stale-version protection","CodStatusScreen renders the authoritative service read model and audited outcome","CodStatusScreen names the missing contract, permission, dependency, or business rule without claiming completion","donor visual pattern only; rebuild with public ui-kit exports","CodStatusScreen state render tests, permission test, RTL screenshot, narrow-width overflow screenshot","INVENTORY_ONLY","Implement with WLT-004 after contract approval"
"SCR-025","wlt","control-panel","wallet-finance","minimal-ledger-reference","WLT-005","services/wlt/frontend/control-panel/wallet-finance/minimal-ledger-reference/LedgerAuditScreen.tsx","services/wlt/frontend/control-panel/wallet-finance/minimal-ledger-reference/LedgerAuditRoute.tsx","LedgerAuditScreen preserves table or workspace geometry while loading authorized data","LedgerAuditScreen explains the zero-result condition and offers only a valid filter reset or owning workflow action","LedgerAuditScreen distinguishes validation, dependency, authorization, and server failures and displays a correlation reference","LedgerAuditScreen hides sensitive fields and actions and does not reveal whether an inaccessible object exists","LedgerAuditScreen shows unavailable or explicitly stale read state and never substitutes donor or preview data","LedgerAuditScreen retries bounded reads; writes require confirmation, retained idempotency key, and stale-version protection","LedgerAuditScreen renders the authoritative service read model and audited outcome","LedgerAuditScreen names the missing contract, permission, dependency, or business rule without claiming completion","donor visual pattern only; rebuild with public ui-kit exports","LedgerAuditScreen state render tests, permission test, RTL screenshot, narrow-width overflow screenshot","INVENTORY_ONLY","Implement with WLT-005 after contract approval"
"SCR-026","wlt","control-panel","wallet-finance","reconciliation","WLT-005","services/wlt/frontend/control-panel/wallet-finance/reconciliation/ReconciliationScreen.tsx","services/wlt/frontend/control-panel/wallet-finance/reconciliation/ReconciliationRoute.tsx","ReconciliationScreen preserves table or workspace geometry while loading authorized data","ReconciliationScreen explains the zero-result condition and offers only a valid filter reset or owning workflow action","ReconciliationScreen distinguishes validation, dependency, authorization, and server failures and displays a correlation reference","ReconciliationScreen hides sensitive fields and actions and does not reveal whether an inaccessible object exists","ReconciliationScreen shows unavailable or explicitly stale read state and never substitutes donor or preview data","ReconciliationScreen retries bounded reads; writes require confirmation, retained idempotency key, and stale-version protection","ReconciliationScreen renders the authoritative service read model and audited outcome","ReconciliationScreen names the missing contract, permission, dependency, or business rule without claiming completion","donor visual pattern only; rebuild with public ui-kit exports","ReconciliationScreen state render tests, permission test, RTL screenshot, narrow-width overflow screenshot","INVENTORY_ONLY","Implement with WLT-003 after contract approval"
"SCR-027","wlt","control-panel","wallet-finance","reconciliation","WLT-005","services/wlt/frontend/control-panel/wallet-finance/reconciliation/DailyReconciliationScreen.tsx","services/wlt/frontend/control-panel/wallet-finance/reconciliation/DailyReconciliationRoute.tsx","DailyReconciliationScreen preserves table or workspace geometry while loading authorized data","DailyReconciliationScreen explains the zero-result condition and offers only a valid filter reset or owning workflow action","DailyReconciliationScreen distinguishes validation, dependency, authorization, and server failures and displays a correlation reference","DailyReconciliationScreen hides sensitive fields and actions and does not reveal whether an inaccessible object exists","DailyReconciliationScreen shows unavailable or explicitly stale read state and never substitutes donor or preview data","DailyReconciliationScreen retries bounded reads; writes require confirmation, retained idempotency key, and stale-version protection","DailyReconciliationScreen renders the authoritative service read model and audited outcome","DailyReconciliationScreen names the missing contract, permission, dependency, or business rule without claiming completion","donor visual pattern only; rebuild with public ui-kit exports","DailyReconciliationScreen state render tests, permission test, RTL screenshot, narrow-width overflow screenshot","INVENTORY_ONLY","Implement with WLT-003 after contract approval"
